👉公        告,#genre#
CCTV-5+HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225876/10000100000000060000000000215725_0.smil
CCTV-6HD,rtsp://119.164.58.180:241:241/PLTV/88888893/224/3221226820/10000100000000060000000001366343_0.smil
CCTV-7HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226044/10000100000000060000000000291607_0.smil
CCTV-8HD,rtsp://119.164.58.180:241/PLTV/88888893/224/3221226818/10000100000000060000000001366245_0.smil
CCTV-9HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225867/10000100000000060000000000219049_0.smil
CCTV-10HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226045/10000100000000060000000000291610_0.smil
CCTV-12HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226046/10000100000000060000000000291609_0.smil
CCTV-14HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226047/10000100000000060000000000291608_0.smil
上海纪实HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225877/10000100000000060000000000215730_0.smil
湖南卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225870/10000100000000060000000000219041_0.smil
浙江卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225866/10000100000000060000000000219050_0.smil
山东卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225869/10000100000000060000000000219044_0.smil
江苏卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225872/10000100000000060000000000215718_0.smil
北京卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225868/10000100000000060000000000219046_0.smil
东方卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225875/10000100000000060000000000215734_0.smil
安徽卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225878/10000100000000060000000000215738_0.smil
湖北卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225879/10000100000000060000000000215740_0.smil
天津卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225880/10000100000000060000000000215743_0.smil
广东卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225881/10000100000000060000000000215744_0.smil
深圳卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225873/10000100000000060000000000215719_0.smil
辽宁卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225882/10000100000000060000000000215746_0.smil
黑龙江卫视HD,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225874/10000100000000060000000000215723_0.smil
2944&vqe=3/ ======,http://2/2.m3u8
海看热播,http://27.223.123.247/PLTV/88888888/224/3221226297/10000100000000060000000000446696_0.smil
海看剧场,http://27.223.123.247/PLTV/88888888/224/3221226303/10000100000000060000000000446692_0.smil
海看大片,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226296/10000100000000060000000000446693_0.smil
海看教育,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226300/10000100000000060000000000446695_0.smil
海看演艺,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226312/10000100000000060000000000446689_0.smil
海看健康,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226309/10000100000000060000000000446690_0.smil
海看动漫,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226306/10000100000000060000000000446691_0.smil
七彩戏剧,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225956/10000100000000060000000000218965_0.smil
都市剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225958/10000100000000060000000000218962_0.smil
欢笑剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225955/10000100000000060000000000218967_0.smil
动漫秀场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225948/10000100000000060000000000218945_0.smil
游戏风云,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225953/10000100000000060000000000218956_0.smil
劲爆体育,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225957/10000100000000060000000000218961_0.smil
家庭影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226027/10000100000000060000000000272221_0.smil
喜剧影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226030/10000100000000060000000000272220_0.smil
动作影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226009/10000100000000060000000000272219_0.smil
古装剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226014/10000100000000060000000000272199_0.smil
武侠剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226008/10000100000000060000000000272218_0.smil
军旅剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226006/10000100000000060000000000272197_0.smil
城市剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226031/10000100000000060000000000274844_0.smil
音乐现场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226003/10000100000000060000000000272198_0.smil
母婴健康,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226018/10000100000000060000000000272196_0.smil
财富天下,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226032/10000100000000060000000000274843_0.smil
好学生,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226029/10000100000000060000000000272210_0.smil
爱生活,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226015/10000100000000060000000000272215_0.smil
军事,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226022/10000100000000060000000000272203_0.smil
地理,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226024/10000100000000060000000000272195_0.smil
美人,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226010/10000100000000060000000000272200_0.smil
鉴赏,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226016/10000100000000060000000000272209_0.smil
国学,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226076/10000100000000060000000000352646_0.smil
星影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226004/10000100000000060000000000272222_0.smil
早教,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226025/10000100000000060000000000272207_0.smil
墨宝,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226007/10000100000000060000000000272212_0.smil
光影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226012/10000100000000060000000000272211_0.smil
戏曲,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226013/10000100000000060000000000272205_0.smil
解密,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226017/10000100000000060000000000272204_0.smil
美妆,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226020/10000100000000060000000000272201_0.smil
武术,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226019/10000100000000060000000000272214_0.smil
精选,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226028/10000100000000060000000000272202_0.smil
动画,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226021/10000100000000060000000000272208_0.smil
足球,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226011/10000100000000060000000000272216_0.smil
高网,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226026/10000100000000060000000000272217_0.smil
台球,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226005/10000100000000060000000000272213_0.smil
IPTV3+,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226067/10000100000000060000000000323315_0.smil
IPTV5+,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225923/10000100000000060000000000218863_0.smil
IPTV6+,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225921/10000100000000060000000000218870_0.smil
IPTV8+,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225924/10000100000000060000000000218860_0.smil
IPTV野外,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225930/10000100000000060000000000218841_0.smil
IPTV法治,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225931/10000100000000060000000000218839_0.smil
IPTV相声小品,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225926/10000100000000060000000000218847_0.smil
IPTV魅力时尚,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225927/10000100000000060000000000218867_0.smil
IPTV热播剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225918/10000100000000060000000000218878_0.smil
IPTV谍战剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225925/10000100000000060000000000218854_0.smil
IPTV经典电影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225919/10000100000000060000000000218875_0.smil
IPTV少儿动画,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225920/10000100000000060000000000218874_0.smil
IPTV收视指南,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225916/10000100000000060000000000218880_0.smil
IPTV游戏竞技,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226002/10000100000000060000000000271883_0.smil
奥运＋测试,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226338/10000100000000060000000000577486_0.smil
熊猫频道,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226048/10000100000000060000000000291761_0.smil
中国微电影频道,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225949/10000100000000060000000000218948_0.smil
CCTV-1,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225787/10000100000000060000000000215597_0.smil
CCTV-2,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226299/10000100000000060000000000455205_0.smil
CCTV-3,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225790/10000100000000060000000000215615_0.smil
CCTV-4,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225798/10000100000000060000000000216964_0.smil
CCTV-5,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225791/10000100000000060000000000215620_0.smil
CCTV-6,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225786/10000100000000060000000000215621_0.smil
CCTV-7,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225792/10000100000000060000000000215622_0.smil
CCTV-8,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225793/10000100000000060000000000215626_0.smil
CCTV-9,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225794/10000100000000060000000000215627_0.smil
CCTV-11,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225801/10000100000000060000000000215662_0.smil
CCTV-12,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225802/10000100000000060000000000215663_0.smil
CCTV-13,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225803/10000100000000060000000000215665_0.smil
CCTV-14,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225804/10000100000000060000000000215668_0.smil
CCTV-15,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225805/10000100000000060000000000215669_0.smil
CCTV-NEWS,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225806/10000100000000060000000000215673_0.smil
中国教育-1,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225937/10000100000000060000000000218823_0.smil
三农频道,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226293/10000100000000060000000000446694_0.smil
齐鲁频道,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225807/10000100000000060000000000215674_0.smil
山东影视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225808/10000100000000060000000000215675_0.smil
山东生活,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225809/10000100000000060000000000215679_0.smil
山东综艺,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225810/10000100000000060000000000215680_0.smil
山东体育,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225811/10000100000000060000000000215681_0.smil
山东公共,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225812/10000100000000060000000000215683_0.smil
山东农科,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225813/10000100000000060000000000215686_0.smil
山东少儿,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225814/10000100000000060000000000215687_0.smil
山东国际,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226302/10000100000000060000000000484233_0.smil
临沂综合,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226053/10000100000000060000000000303447_0.smil
临沂农科,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226054/10000100000000060000000000303448_0.smil
山东卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225789/10000100000000060000000000215610_0.smil
湖南卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225797/10000100000000060000000000216968_0.smil
浙江卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225796/10000100000000060000000000216973_0.smil
安徽卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225795/10000100000000060000000000216977_0.smil
北京卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225816/10000100000000060000000000215699_0.smil
东方卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225817/10000100000000060000000000215700_0.smil
深圳卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225818/10000100000000060000000000215701_0.smil
江苏卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225788/10000100000000060000000000215693_0.smil
天津卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225849/10000100000000060000000000217847_0.smil
湖北卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225885/10000100000000060000000000219955_0.smil
辽宁卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225862/10000100000000060000000000218140_0.smil
广东卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225844/10000100000000060000000000217860_0.smil
黑龙江卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225861/10000100000000060000000000218143_0.smil
甘肃卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225934/10000100000000060000000000218817_0.smil
陕西卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225854/10000100000000060000000000218161_0.smil
山西卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225855/10000100000000060000000000218155_0.smil
四川卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225932/10000100000000060000000000218814_0.smil
吉林卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225883/10000100000000060000000000219958_0.smil
贵州卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225933/10000100000000060000000000218816_0.smil
旅游卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225863/10000100000000060000000000218139_0.smil
重庆卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225860/10000100000000060000000000218145_0.smil
广西卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225859/10000100000000060000000000218146_0.smil
东南卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225884/10000100000000060000000000219741_0.smil
云南卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225886/10000100000000060000000000219954_0.smil
河北卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225858/10000100000000060000000000218149_0.smil
河南卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225857/10000100000000060000000000218150_0.smil
江西卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225856/10000100000000060000000000218152_0.smil
宁夏卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225935/10000100000000060000000000218820_0.smil
青海卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225936/10000100000000060000000000218822_0.smil
兵团卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225939/10000100000000060000000000218828_0.smil
新疆卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225942/10000100000000060000000000218836_0.smil
西藏卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225938/10000100000000060000000000218826_0.smil
内蒙古卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225940/10000100000000060000000000218829_0.smil
健康卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225950/10000100000000060000000000218950_0.smil
农林卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225952/10000100000000060000000000218954_0.smil
东方财经,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225954/10000100000000060000000000218959_0.smil
卡酷动画,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225943/10000100000000060000000000218837_0.smil
金鹰卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225944/10000100000000060000000000218840_0.smil
炫动卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225945/10000100000000060000000000218844_0.smil
优漫卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225946/10000100000000060000000000218845_0.smil
嘉佳卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225947/10000100000000060000000000218944_0.smil
新疆卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225942/10000100000000060000000000218836_0.smil
卡酷动画,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225943/10000100000000060000000000218837_0.smil
金鹰卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225944/10000100000000060000000000218840_0.smil
炫动卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225945/10000100000000060000000000218844_0.smil
优漫卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225946/10000100000000060000000000218845_0.smil
嘉佳卡通,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225947/10000100000000060000000000218944_0.smil
动漫秀场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225948/10000100000000060000000000218945_0.smil
中国微电影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225949/10000100000000060000000000218948_0.smil
健康卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225950/10000100000000060000000000218950_0.smil
农林卫视,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225952/10000100000000060000000000218954_0.smil
游戏风云,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225953/10000100000000060000000000218956_0.smil
东方财经,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225954/10000100000000060000000000218959_0.smil
欢笑剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225955/10000100000000060000000000218967_0.smil
七彩戏剧,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225956/10000100000000060000000000218965_0.smil
劲爆体育,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225957/10000100000000060000000000218961_0.smil
都市剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221225958/10000100000000060000000000218962_0.smil
游戏竞技,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226002/10000100000000060000000000271883_0.smil
音乐现场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226003/10000100000000060000000000272198_0.smil
星影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226004/10000100000000060000000000272222_0.smil
台球,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226005/10000100000000060000000000272213_0.smil
军旅剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226006/10000100000000060000000000272197_0.smil
墨宝,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226007/10000100000000060000000000272212_0.smil
武侠剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226008/10000100000000060000000000272218_0.smil
动作影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226009/10000100000000060000000000272219_0.smil
美人,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226010/10000100000000060000000000272200_0.smil
足球,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226011/10000100000000060000000000272216_0.smil
光影,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226012/10000100000000060000000000272211_0.smil
戏曲,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226013/10000100000000060000000000272205_0.smil
古装剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226014/10000100000000060000000000272199_0.smil
爱生活,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226015/10000100000000060000000000272215_0.smil
鉴赏,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226016/10000100000000060000000000272209_0.smil
解密,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226017/10000100000000060000000000272204_0.smil
母婴健康,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226018/10000100000000060000000000272196_0.smil
武术,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226019/10000100000000060000000000272214_0.smil
美妆,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226020/10000100000000060000000000272201_0.smil
动画,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226021/10000100000000060000000000272208_0.smil
军事,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226022/10000100000000060000000000272203_0.smil
地理,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226024/10000100000000060000000000272195_0.smil
早教,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226025/10000100000000060000000000272207_0.smil
高网,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226026/10000100000000060000000000272217_0.smil
家庭影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226027/10000100000000060000000000272221_0.smil
精选,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226028/10000100000000060000000000272202_0.smil
好学生,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226029/10000100000000060000000000272210_0.smil
喜剧影院,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226030/10000100000000060000000000272220_0.smil
城市剧场,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226031/10000100000000060000000000274844_0.smil
财富天下,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226032/10000100000000060000000000274843_0.smil
广东卫视3M,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226041/10000100000000060000000000288743_0.smil
广东卫视3.5M,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226042/10000100000000060000000000288747_0.smil
熊猫频道,rtsp://119.164.58.180:241/PLTV/88888888/224/3221226048/10000100000000060000000000291761_0.smil
央视频道,#genre#
159:29906/63fd589300099ff426db7203798a21f9.ts
